Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
2766,217.447,96688,21024515.536,13589,2954887.283
2298,16.1495,0,0.0,0,0.0
2235,73.9095,21,1552.0994999999998,150,11086.425
562,151.883,14304,2172534.432,5353,813029.699
2322,74.3347,28,2081.3716,37,2750.3839
533,77.6496,1622,125947.65120000001,4003,310831.34880000004
655,136.191,74,10078.134,386,52569.726
414,208.958,63645,13299131.91,49236,10288256.088
253,149.505,113916,17031011.58,15575,2328540.375
853,129.616,65,8425.04,187,24238.192000000003
907,262.418,9525,2499531.45,4963,1302380.534
1114,12.9007,806,10397.9642,68,877.2476
939,1055.11,144644,152615330.83999997,93487,98639068.57
2606,11.2554,35,393.939,169,1902.1625999999999
2837,150.956,130453,19692663.068,20483,3092031.7479999997
1793,150.359,22,3307.898,186,27966.774
1046,85.9267,94496,8119729.4432,9920,852392.864
554,46.3771,1777,82412.1067,918,42574.1778
1970,47.9169,6723,322145.3187,735,35218.9215

weighted_avg,NA,NA,237021189.78209996,NA,120780602.52019998
weighted_%,NA,NA,0.6624371226789306,NA,0.33756287732106927
weighted_total,357801792.3023
