Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
2766,217.447,1798070,390984927.29,5018,1091149.046
2298,16.1495,1296014,20929978.093,0,0.0
2235,73.9095,1695011,125277415.50449999,67,4951.9365
562,151.883,1462708,222160479.164,2455,372872.765
2322,74.3347,1563015,116186251.1205,42,3122.0573999999997
533,77.6496,2357645,183070191.192,1985,154134.456
655,136.191,1250804,170348247.564,239,32549.649
414,208.958,1900050,397030647.9,13503,2821559.874
253,149.505,1602235,239542143.67499998,10098,1509701.49
853,129.616,2475520,320867000.32000005,138,17887.008
907,262.418,2105663,552563873.1340001,2337,613270.866
1114,12.9007,471840,6087066.288000001,22,283.8154
939,1055.11,2082695,2197472321.45,23022,24290742.419999998
2606,11.2554,1288362,14501029.6548,100,1125.54
2837,150.956,1652772,249495850.03199998,6550,988761.7999999999
1793,150.359,1988835,299039241.76500005,160,24057.440000000002
1046,85.9267,1297811,111516616.45369999,10800,928008.36
554,46.3771,1753794,81335879.7174,577,26759.5867
1970,47.9169,976591,46795213.2879,6182,296222.2758

weighted_avg,NA,NA,5745204373.6058,NA,33177160.3858
weighted_%,NA,NA,0.994258399139857,NA,0.0057416008601428965
weighted_total,5778381533.9916
