Simpoints,Weight,ICACHE_HIT_ONPATH_BY_FDIP_val,ICACHE_HIT_ONPATH_BY_FDIP_w_val,ICACHE_HIT_OFFPATH_BY_FDIP_val,ICACHE_HIT_OFFPATH_BY_FDIP_w_val
2766,217.447,98690,21459844.43,31002,6741291.894
2298,16.1495,0,0.0,0,0.0
2235,73.9095,59,4360.6605,958,70805.30099999999
562,151.883,15530,2358742.99,13553,2058470.299
2322,74.3347,10,743.347,24,1784.0328
533,77.6496,2116,164306.5536,11602,900890.6592000001
655,136.191,84,11440.044,1523,207418.893
414,208.958,73152,15285695.616,128146,26777131.868
253,149.505,109734,16405781.67,37481,5603596.905
853,129.616,113,14646.608000000002,966,125209.05600000001
907,262.418,10973,2879512.714,14683,3853083.494
1114,12.9007,848,10939.7936,312,4025.0184
939,1055.11,165231,174336880.41,207618,219059827.98
2606,11.2554,45,506.493,509,5728.9986
2837,150.956,136392,20589190.752,65516,9890033.296
1793,150.359,66,9923.694000000001,1240,186445.16
1046,85.9267,87417,7511454.3339,21739,1867960.5313
554,46.3771,1993,92429.5603,3184,147664.6864
1970,47.9169,1931,92527.5339,2437,116773.4853

weighted_avg,NA,NA,261228927.2038,NA,277618141.558
weighted_%,NA,NA,0.48479233227355184,NA,0.5152076677264481
weighted_total,538847068.7618
