Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
4118,2431.67,6253865,15207335904.550001
1010,22.174,6601625,146384432.75
1362,2347.06,6271405,14719363819.3
5198,1186.62,6286425,7459597633.499999

weighted_avg,NA,NA,37532681790.1
weighted_%,NA,NA,1.0
weighted_total,37532681790.1
