Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
4118,2431.67,139,338002.13,67633,164461137.11
1010,22.174,180,3991.3199999999997,70989,1574110.086
1362,2347.06,116,272258.96,67939,159456909.34
5198,1186.62,99,117475.37999999999,66254,78618321.47999999

weighted_avg,NA,NA,731727.79,NA,404110478.01600003
weighted_%,NA,NA,0.0018074394900185955,NA,0.9981925605099814
weighted_total,404842205.80600005
