Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
4118,2431.67,1681838,4089675009.46,78987,192070318.29
1010,22.174,1685597,37376427.878,80543,1785960.4819999998
1362,2347.06,1681311,3946137795.66,80624,189229365.44
5198,1186.62,1671569,1983517206.7799997,79541,94384941.41999999

weighted_avg,NA,NA,10056706439.778,NA,477470585.63199997
weighted_%,NA,NA,0.9546741445031472,NA,0.045325855496852765
weighted_total,10534177025.41
