Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
4118,2431.67,975,2370878.25,0,0.0,0,0.0,797755,1939876900.8500001,5366655,13049933963.85
1010,22.174,9860,218635.63999999998,0,0.0,0,0.0,800510,17750508.74,5642600,125119012.39999999
1362,2347.06,390,915353.4,0,0.0,0,0.0,827840,1942990150.3999999,5346450,12548438937.0
5198,1186.62,845,1002693.8999999999,0,0.0,0,0.0,859885,1020356738.6999999,5320040,6312865864.799999

weighted_avg,NA,NA,4507561.1899999995,NA,0.0,NA,0.0,NA,4920974298.69,NA,32036357778.05
weighted_%,NA,NA,0.00012195175440819698,NA,0.0,NA,0.0,NA,0.13313661730300155,NA,0.8667414309425903
weighted_total,36961839637.93
