Simpoints,Weight,ICACHE_UNUSEFUL_CL_CYC_val,ICACHE_UNUSEFUL_CL_CYC_w_val
4118,2431.67,286961379,697795376472.93
1010,22.174,364446703,8081241192.322
1362,2347.06,288515260,677162626135.6
5198,1186.62,285768490,339098605603.8

weighted_avg,NA,NA,1722137849404.652
weighted_%,NA,NA,1.0
weighted_total,1722137849404.652
