Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
4118,2431.67,90491411,220045249386.37
1010,22.174,102438248,2271465711.152
1362,2347.06,90700501,212879517877.06
5198,1186.62,91225597,108250117912.13998

weighted_avg,NA,NA,543446350886.72205
weighted_%,NA,NA,1.0
weighted_total,543446350886.72205
