Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
4118,2431.67,79471,193247246.57
1010,22.174,82916,1838579.3839999998
1362,2347.06,79399,186354216.94
5198,1186.62,77919,92460243.77999999

weighted_avg,NA,NA,473900286.67399997
weighted_%,NA,NA,1.0
weighted_total,473900286.67399997
