Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
4118,2431.67,251594,611793581.98,158382,385132757.94
1010,22.174,247918,5497333.732,160216,3552629.584
1362,2347.06,253018,593848427.08,157393,369410814.58
5198,1186.62,248417,294776580.53999996,159670,189467615.39999998

weighted_avg,NA,NA,1505915923.332,NA,947563817.504
weighted_%,NA,NA,0.6137877962745572,NA,0.38621220372544285
weighted_total,2453479740.836
