Simpoints,Weight,FDIP_SENIORITY_FTQ_ACCUMULATED_val,FDIP_SENIORITY_FTQ_ACCUMULATED_w_val
4118,2431.67,4795833513,11661884478556.71
1010,22.174,4602446080,102054639377.92
1362,2347.06,4706131829,11045573770572.74
5198,1186.62,4691845046,5567437168484.52

weighted_avg,NA,NA,28376950056991.89
weighted_%,NA,NA,1.0
weighted_total,28376950056991.89
