Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
4118,2431.67,759046345,1845750225746.1501
1010,22.174,816085578,18095881606.572
1362,2347.06,761932656,1788301659591.3599
5198,1186.62,763713579,906237807112.9799

weighted_avg,NA,NA,4558385574057.062
weighted_%,NA,NA,1.0
weighted_total,4558385574057.062
