Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
4118,2431.67,63040,153292476.8,10468,25454721.560000002
1010,22.174,63763,1413880.7619999999,11024,244446.176
1362,2347.06,64398,151145969.88,10721,25162830.259999998
5198,1186.62,63710,75599560.19999999,10184,12084538.079999998

weighted_avg,NA,NA,381451887.642,NA,62946536.076
weighted_%,NA,NA,0.8583556270308832,NA,0.1416443729691168
weighted_total,444398423.718
