Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
4118,2431.67,63089,153411628.63,4683,11387510.610000001
1010,22.174,65936,1462064.864,5233,116036.542
1362,2347.06,63907,149993563.42,4148,9735604.879999999
5198,1186.62,62240,73855228.8,4113,4880568.06

weighted_avg,NA,NA,378722485.714,NA,26119720.091999996
weighted_%,NA,NA,0.9354817266643475,NA,0.0645182733356525
weighted_total,404842205.806
