Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
2766,217.447,1810101,393601032.147,139291,30288410.077,177,38488.119,20,4348.9400000000005
2298,16.1495,1303785,21055475.857499998,0,0.0,0,0.0,0,0.0
2235,73.9095,1753638,129610507.76099999,1,73.9095,0,0.0,187,13821.0765
562,151.883,1847034,280533065.022,20260,3077149.58,2375,360722.125,2060,312878.98000000004
2322,74.3347,1667564,123957869.6708,12,892.0164,11,817.6817,32,2378.7104
533,77.6496,2871437,222965934.47520003,1514,117561.49440000001,1273,98847.94080000001,4038,313549.0848
655,136.191,1312297,178723040.727,3,408.573,6,817.146,482,65644.062
414,208.958,2064934,431484478.772,103698,21668526.684,9090,1899428.22,11959,2498928.722
253,149.505,1623790,242764723.95,135217,20215617.585,20787,3107760.435,379,56662.395
853,129.616,2840629,368190968.46400005,1,129.616,1,129.616,277,35903.632000000005
907,262.418,2754618,722861346.324,17749,4657657.082,789,207047.802,274,71902.532
1114,12.9007,534129,6890637.990300001,935,12062.1545,1,12.9007,10,129.007
939,1055.11,2430583,2564532429.1299996,239523,252723112.52999997,13246,13975987.059999999,9784,10323196.239999998
2606,11.2554,1475587,16608321.9198,0,0.0,1,11.2554,172,1935.9288
2837,150.956,1805306,272521772.53599995,179419,27084374.564,983,148389.748,171,25813.476
1793,150.359,2284563,343504608.11700004,0,0.0,0,0.0,844,126902.99600000001
1046,85.9267,1318425,113287909.44749999,103812,8920222.5804,21782,1871655.3794,631,54219.7477
554,46.3771,1996262,92580842.4002,2568,119096.3928,857,39745.174699999996,522,24208.8462
1970,47.9169,1352821,64822988.5749,95,4552.1055,31,1485.4239,19110,915691.9589999999

weighted_avg,NA,NA,6590497953.2862,NA,368889846.9444999,NA,21751346.027599998,NA,14848116.335399998
weighted_%,NA,NA,0.9420397301928236,NA,0.052728776239615006,NA,0.0031091174427804605,NA,0.002122376124780878
weighted_total,6995987262.593699
