Simpoints,Weight,NODE_CYCLE_val,NODE_CYCLE_w_val
2766,217.447,4102970,892178517.59
2298,16.1495,2878184,46481232.508
2235,73.9095,12409550,917183635.7249999
562,151.883,3915020,594624982.6600001
2322,74.3347,4282418,318332257.3046
533,77.6496,9312547,723115549.5312
655,136.191,4304511,586235657.601
414,208.958,4677686,977439911.188
253,149.505,5105665,763322445.8249999
853,129.616,12775677,1655932150.032
907,262.418,5285851,1387102447.718
1114,12.9007,7846170,101221085.319
939,1055.11,4762322,5024773565.419999
2606,11.2554,48689574,548020631.1996
2837,150.956,4617278,697005817.768
1793,150.359,18295513,2750895039.1670003
1046,85.9267,4308715,370233661.19049996
554,46.3771,3764475,174585433.5225
1970,47.9169,76659920,3673305720.648

weighted_avg,NA,NA,22201989741.917397
weighted_%,NA,NA,1.0
weighted_total,22201989741.917397
