Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
2766,217.447,4543,987861.721,450,97851.15
2298,16.1495,0,0.0,0,0.0
2235,73.9095,24,1773.828,45,3325.9275
562,151.883,1680,255163.44,750,113912.25000000001
2322,74.3347,22,1635.3634,11,817.6817
533,77.6496,928,72058.8288,1016,78891.9936
655,136.191,65,8852.415,147,20020.077
414,208.958,8300,1734351.4,4838,1010938.804
253,149.505,9045,1352272.7249999999,1001,149654.505
853,129.616,46,5962.336,66,8554.656
907,262.418,1681,441124.658,644,168997.192
1114,12.9007,15,193.5105,3,38.7021
939,1055.11,16453,17359724.83,6591,6954230.01
2606,11.2554,28,315.1512,52,585.2808
2837,150.956,5525,834031.8999999999,1029,155333.724
1793,150.359,18,2706.462,62,9322.258
1046,85.9267,9885,849385.4295,841,72264.3547
554,46.3771,361,16742.1331,182,8440.6322
1970,47.9169,5248,251467.89119999998,441,21131.352899999998

weighted_avg,NA,NA,24175624.022699993,NA,8874310.551499998
weighted_%,NA,NA,0.7314878027496123,NA,0.2685121972503878
weighted_total,33049934.57419999
