Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
2766,217.447,1688177,367089024.119,265904,57820027.088
2298,16.1495,1276699,20618050.5005,27086,437425.357
2235,73.9095,1556000,115003181.99999999,266217,19675965.3615
562,151.883,1197817,181928039.411,685771,104156956.79300001
2322,74.3347,1462557,108718735.82789999,207695,15438945.5165
533,77.6496,1552550,120554886.48,1339177,103986558.37920001
655,136.191,1192120,162356014.92000002,127847,17411610.777
414,208.958,1531511,320021475.538,834542,174384227.236
253,149.505,1297774,194023701.87,484870,72490489.35
853,129.616,1843155,238902378.48000002,1021243,132369432.68800001
907,262.418,1425834,374164506.612,1352182,354836896.07600003
1114,12.9007,413355,5332568.8485,122508,1580438.9556
939,1055.11,1456849,1537135948.3899999,1304966,1376882676.2599998
2606,11.2554,1582037,17806459.2498,147031,1654892.7174
2837,150.956,1425652,215210723.31199998,561317,84734169.052
1793,150.359,1485617,223375886.50300002,887247,133405571.67300001
1046,85.9267,1228803,105586986.7401,218634,18786498.1278
554,46.3771,1369454,63511305.1034,632507,29333840.3897
1970,47.9169,1349061,64642821.030899994,23800,1140422.22

weighted_avg,NA,NA,4435982694.9361,NA,2700527044.0176997
weighted_%,NA,NA,0.6215899448329496,NA,0.37841005516705034
weighted_total,7136509738.9538
