Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
2766,217.447,19.4,4218.471799999999
2298,16.1495,15.492,250.18805400000002
2235,73.9095,16.088,1189.056036
562,151.883,18.665,2834.8961950000003
2322,74.3347,20.553,1527.8010891000001
533,77.6496,18.556,1440.8659776000002
655,136.191,15.199,2069.967009
414,208.958,16.787,3507.7779459999997
253,149.505,18.173,2716.9543649999996
853,129.616,19.153,2482.535248
907,262.418,17.012,4464.255016
1114,12.9007,20.042,258.55582940000005
939,1055.11,16.753,17676.25783
2606,11.2554,21.956,247.1235624
2837,150.956,15.925,2403.9743
1793,150.359,19.347,2908.995573
1046,85.9267,17.574,1510.0758258
554,46.3771,17.67,819.4833570000001
1970,47.9169,24.876,1191.9808044000001

weighted_avg,NA,NA,53719.215817699995
weighted_%,NA,NA,1.0
weighted_total,53719.215817699995
