Simpoints,Weight,DCACHE_MISS_val,DCACHE_MISS_w_val,DCACHE_ST_BUFFER_HIT_val,DCACHE_ST_BUFFER_HIT_w_val,DCACHE_HIT_val,DCACHE_HIT_w_val
2766,217.447,150429,32710334.763,6463,1405359.9610000001,4568900,993493598.3000001
2298,16.1495,3161,51048.5695,266,4295.767,2212696,35733934.052
2235,73.9095,616711,45580801.65449999,43640,3225410.5799999996,3265745,241369580.0775
562,151.883,122395,18589719.785,1138,172842.85400000002,3476764,528061346.61200005
2322,74.3347,86897,6459462.4259,18,1338.0246,3304512,245639908.1664
533,77.6496,702757,54568799.94720001,7861,610403.5056,3639092,282574038.1632
655,136.191,240191,32711852.481,3797,517117.227,4774821,650287646.811
414,208.958,291229,60854629.382,6517,1361779.286,3913895,817839671.41
253,149.505,692150,103479885.75,8942,1336873.71,2962476,442904974.38
853,129.616,640102,82967460.832,1502,194683.23200000002,2794815,362252741.04
907,262.418,95716,25117601.288,937,245885.666,4141695,1086855318.51
1114,12.9007,642570,8289602.799000001,1920,24769.344,6081525,78455929.56750001
939,1055.11,168199,177468446.89,6859,7236999.489999999,3782734,3991200470.74
2606,11.2554,5175124,58248090.6696,17237,194009.3298,3245092,36524808.4968
2837,150.956,243115,36699667.94,6170,931398.5199999999,4413261,666208227.5159999
1793,150.359,954646,143539617.914,75915,11414503.485000001,3088409,464370088.83100003
1046,85.9267,724166,62225194.632199995,8546,734329.5782,3181317,273360071.46389997
554,46.3771,134404,6233267.7484,1757,81484.5647,3431941,159163470.9511
1970,47.9169,52148779,2498807828.4651,3875,185677.9875,12332340,590927502.546

weighted_avg,NA,NA,3454603313.9364,NA,29879162.112400003,NA,11947223327.6344
weighted_%,NA,NA,0.22386399519824077,NA,0.0019362190086120307,NA,0.7741997857931472
weighted_total,15431705803.683199
