Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
2766,217.447,27850,6055898.95,2259,491212.773
2298,16.1495,0,0.0,0,0.0
2235,73.9095,10,739.0949999999999,36,2660.7419999999997
562,151.883,3455,524755.765,941,142921.90300000002
2322,74.3347,12,892.0164,3,223.0041
533,77.6496,687,53345.275200000004,1140,88520.54400000001
655,136.191,44,5992.404,120,16342.92
414,208.958,16924,3536405.192,8711,1820233.138
253,149.505,25622,3830617.11,2411,360456.555
853,129.616,27,3499.6320000000005,49,6351.184000000001
907,262.418,3540,928959.72,1021,267928.778
1114,12.9007,84,1083.6588000000002,0,0.0
939,1055.11,32729,34532695.19,14126,14904483.86
2606,11.2554,26,292.6404,17,191.3418
2837,150.956,25701,3879720.1559999995,4613,696360.0279999999
1793,150.359,11,1653.949,25,3758.9750000000004
1046,85.9267,21394,1838315.8198,1575,135334.5525
554,46.3771,687,31861.0677,312,14469.6552
1970,47.9169,4600,220417.74,243,11643.8067

weighted_avg,NA,NA,55447145.38129999,NA,18963093.7603
weighted_%,NA,NA,0.7451547800536709,NA,0.2548452199463292
weighted_total,74410239.14159998
