Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
2766,217.447,1560721,339374099.287,249380,54226932.86
2298,16.1495,1276699,20618050.5005,27086,437425.357
2235,73.9095,1493523,110385538.16849999,260115,19224969.592499997
562,151.883,1173507,178235763.68100002,673527,102297301.341
2322,74.3347,1460679,108579135.2613,206885,15378734.4095
533,77.6496,1544115,119899912.10400002,1327322,103066022.37120001
655,136.191,1186254,161557118.514,126043,17165922.213
414,208.958,1341499,280316948.042,723435,151167530.73
253,149.505,1157578,173063698.89,466212,69701025.06
853,129.616,1824541,236489706.256,1016088,131701262.20800002
907,262.418,1412474,370658602.132,1342144,352202744.19200003
1114,12.9007,412094,5316301.0658,122035,1574336.9245
939,1055.11,1269047,1338984180.1699998,1161536,1225548248.9599998
2606,11.2554,1332581,14998732.1874,143006,1609589.7323999999
2837,150.956,1269543,191645133.10799998,535763,80876639.42799999
1793,150.359,1413611,212549136.349,870952,130955471.768
1046,85.9267,1112320,95577986.94399999,206105,17709922.5035
554,46.3771,1366444,63371710.0324,629818,29209132.367799997
1970,47.9169,1330650,63760622.985,22171,1062365.5899

weighted_avg,NA,NA,4085382375.6778994,NA,2505115577.6083
weighted_%,NA,NA,0.6198897874842397,NA,0.3801102125157602
weighted_total,6590497953.2862
