Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,35205,7655221.635,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,3760,277899.72,0,0.0
562,151.883,39952,6068029.616,0,0.0
2322,74.3347,1531,113806.42569999999,0,0.0
533,77.6496,77707,6033917.467200001,0,0.0
655,136.191,8262,1125210.0420000001,0,0.0
414,208.958,354243,74021908.794,28,5850.824
253,149.505,176337,26363263.185,0,0.0
853,129.616,5598,725590.3680000001,0,0.0
907,262.418,22347,5864255.046,0,0.0
1114,12.9007,1045,13481.2315,0,0.0
939,1055.11,422014,445271191.53999996,42,44314.619999999995
2606,11.2554,5058,56929.8132,0,0.0
2837,150.956,55705,8409003.979999999,0,0.0
1793,150.359,3458,519941.422,0,0.0
1046,85.9267,209248,17979990.1216,0,0.0
554,46.3771,9719,450739.03489999997,0,0.0
1970,47.9169,589277,28236327.081299998,0,0.0

weighted_avg,NA,NA,629186706.5234001,NA,50165.443999999996
weighted_%,NA,NA,0.9999202757399719,NA,7.972426002810433e-05
weighted_total,629236871.9674001
