Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
2766,217.447,4510,980685.97,0,0.0
2298,16.1495,0,0.0,0,0.0
2235,73.9095,21,1552.0994999999998,0,0.0
562,151.883,1619,245898.57700000002,0,0.0
2322,74.3347,21,1561.0286999999998,0,0.0
533,77.6496,858,66623.35680000001,0,0.0
655,136.191,59,8035.269,0,0.0
414,208.958,7654,1599364.532,2,417.916
253,149.505,8959,1339415.295,0,0.0
853,129.616,43,5573.488,0,0.0
907,262.418,1617,424329.906,0,0.0
1114,12.9007,15,193.5105,0,0.0
939,1055.11,15473,16325717.03,1,1055.11
2606,11.2554,25,281.385,0,0.0
2837,150.956,4985,752515.6599999999,0,0.0
1793,150.359,15,2255.385,0,0.0
1046,85.9267,9839,845432.8012999999,0,0.0
554,46.3771,332,15397.197199999999,0,0.0
1970,47.9169,5240,251084.55599999998,0,0.0

weighted_avg,NA,NA,22865917.047000006,NA,1473.0259999999998
weighted_%,NA,NA,0.9999355839912076,NA,6.441600879232963e-05
weighted_total,22867390.073000006
