Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
2766,217.447,64422235,14008421734.045
2298,16.1495,46249896,746912695.452
2235,73.9095,205405365,15181407824.467499
562,151.883,55037536,8359266080.288
2322,74.3347,67551390,5021412310.233
533,77.6496,144682656,11234550365.3376
655,136.191,69939765,9525166535.115
414,208.958,68086856,14227293256.048
253,149.505,80211754,11992058281.77
853,129.616,207854762,26941302831.392002
907,262.418,73193139,19207197150.102
1114,12.9007,121112707,1562438699.1949
939,1055.11,65571096,69184719100.56
2606,11.2554,819585940,9224767589.076
2837,150.956,69709046,10522998747.976
1793,150.359,300215328,45140076502.752
1046,85.9267,68853087,5916318550.722899
554,46.3771,56779118,2633250833.3978
1970,47.9169,1296125848,62106332646.0312

weighted_avg,NA,NA,342735891733.96094
weighted_%,NA,NA,1.0
weighted_total,342735891733.96094
