Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
517,810.151,14.475,11726.935725
5297,898.498,14.464,12995.875072
5168,967.77,14.467,14000.72859
2807,979.819,14.467,14175.041473
2215,509.983,14.463,7375.884129
1490,862.35,14.463,12472.16805
3954,490.914,14.467,7102.0528380000005
2031,399.553,14.461,5777.935933

weighted_avg,NA,NA,85626.62181
weighted_%,NA,NA,1.0
weighted_total,85626.62181
