Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
517,810.151,25,20253.774999999998
5297,898.498,25,22462.45
5168,967.77,25,24194.25
2807,979.819,25,24495.475
2215,509.983,25,12749.575
1490,862.35,25,21558.75
3954,490.914,25,12272.85
2031,399.553,25,9988.825

weighted_avg,NA,NA,147975.95
weighted_%,NA,NA,1.0
weighted_total,147975.95
