Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,1150,931673.6499999999,11998,9720191.697999999
5297,898.498,1,898.498,0,0.0,0,0.0,958,860761.084,12190,10952690.620000001
5168,967.77,0,0.0,0,0.0,0,0.0,1015,982286.5499999999,11690,11313231.299999999
2807,979.819,0,0.0,0,0.0,0,0.0,1294,1267885.7859999998,11885,11645148.815
2215,509.983,0,0.0,0,0.0,0,0.0,1312,669097.696,11755,5994850.165
1490,862.35,8,6898.8,0,0.0,0,0.0,1198,1033095.3,12181,10504285.35
3954,490.914,4,1963.656,0,0.0,0,0.0,1286,631315.404,11572,5680856.808
2031,399.553,0,0.0,0,0.0,0,0.0,1271,507831.863,11925,4764669.525

weighted_avg,NA,NA,9760.954000000002,NA,0.0,NA,0.0,NA,6883947.333,NA,70575924.281
weighted_%,NA,NA,0.00012599716400400111,NA,0.0,NA,0.0,NA,0.08885994556586445,NA,0.9110140572701315
weighted_total,77469632.568
