Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
517,810.151,741565,600779626.3149999,499700,404832454.7,2125,1721570.875,0,0.0,6399,5184156.249,2,1620.302,3,2430.453
5297,898.498,746313,670560737.8740001,496611,446203990.278,2311,2076428.878,0,0.0,6559,5893248.382,6,5390.988,55,49417.39
5168,967.77,741900,717988563.0,498636,482564961.71999997,2210,2138771.7,0,0.0,6374,6168565.9799999995,4,3871.08,6,5806.62
2807,979.819,741206,726247721.714,499511,489430368.509,2177,2133065.963,0,0.0,6374,6245366.306,2,1959.638,2,1959.638
2215,509.983,742278,378549161.274,498605,254280073.715,2099,1070454.317,0,0.0,6480,3304689.84,2,1019.966,2,1019.966
1490,862.35,743943,641539246.0500001,499315,430584290.25,2261,1949773.35,0,0.0,6464,5574230.4,8,6898.8,57,49153.950000000004
3954,490.914,742257,364384352.898,498513,244727010.882,2138,1049574.132,0,0.0,6439,3160995.246,3,1472.742,2,981.828
2031,399.553,742151,296528658.503,498827,199307824.331,2092,835864.876,0,0.0,6476,2587505.228,6,2397.318,3,1198.659

weighted_avg,NA,NA,4396578067.628,NA,2951930974.3849998,NA,12975504.090999998,NA,0.0,NA,38118757.631000005,NA,24630.833999999995,NA,111968.504
weighted_%,NA,NA,0.5941530547313114,NA,0.3989236125933437,NA,0.0017535081314968206,NA,0.0,NA,0.005151364525011192,NA,3.3286080757745536e-06,NA,1.5131410761275703e-05
weighted_total,7399739903.072999
