Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
517,810.151,568245,460364254.99499995
5297,898.498,588400,528676223.20000005
5168,967.77,559030,541012463.1
2807,979.819,573730,562151554.87
2215,509.983,567130,289226658.79
1490,862.35,600810,518108503.5
3954,490.914,561530,275662938.42
2031,399.553,577645,230799792.685

weighted_avg,NA,NA,3406002389.56
weighted_%,NA,NA,1.0
weighted_total,3406002389.56
