Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,35440,28711751.439999998,514535,416851044.78499997
5297,898.498,2250,2021620.5,0,0.0,0,0.0,28660,25750952.68,536110,481693762.78000003
5168,967.77,0,0.0,0,0.0,0,0.0,34260,33155800.2,507175,490828749.75
2807,979.819,0,0.0,0,0.0,0,0.0,41355,40520414.745,513785,503416304.91499996
2215,509.983,0,0.0,0,0.0,0,0.0,42075,21457534.725,506720,258418585.76
1490,862.35,3770,3251059.5,0,0.0,0,0.0,35970,31018729.5,539215,464992055.25
3954,490.914,260,127637.64,0,0.0,0,0.0,39640,19459830.96,503840,247342109.76
2031,399.553,0,0.0,0,0.0,0,0.0,40385,16135947.905,518525,207178219.325

weighted_avg,NA,NA,5400317.64,NA,0.0,NA,0.0,NA,216210962.155,NA,3070720832.325
weighted_%,NA,NA,0.001640271229053689,NA,0.0,NA,0.0,NA,0.06567106682799911,NA,0.9326886619429472
weighted_total,3292332112.12
