Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
517,810.151,95061,77013764.211
5297,898.498,99233,89160652.03400001
5168,967.77,95181,92113316.37
2807,979.819,97872,95896845.168
2215,509.983,95520,48713576.160000004
1490,862.35,96748,83430637.8
3954,490.914,97732,47978007.048
2031,399.553,95936,38331516.608

weighted_avg,NA,NA,572638315.399
weighted_%,NA,NA,1.0
weighted_total,572638315.399
