Simpoints,Weight,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_ONPATH_w_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_val,FDIP_PREF_ICACHE_PROBE_HIT_OFFPATH_w_val
517,810.151,1038433,841287533.3829999,221081,179108993.23099998
5297,898.498,1041184,935501741.6320001,231867,208332035.766
5168,967.77,1038303,1004838494.31,225307,218045355.39
2807,979.819,1038181,1017229469.239,220685,216231356.015
2215,509.983,1039486,530120188.738,221962,113196846.646
1490,862.35,1040298,897100980.3000001,228472,197022829.20000002
3954,490.914,1038954,510037063.956,223374,109657423.836
2031,399.553,1040325,415664974.725,222166,88767091.798

weighted_avg,NA,NA,6151780446.283001,NA,1330361931.882
weighted_%,NA,NA,0.8221950526142926,NA,0.17780494738570746
weighted_total,7482142378.165001
