Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
517,810.151,179237,145209034.787,0,0.0
5297,898.498,189573,170330961.354,0,0.0
5168,967.77,187496,181453003.92,0,0.0
2807,979.819,188275,184475422.225,0,0.0
2215,509.983,188538,96151174.854,0,0.0
1490,862.35,192135,165687617.25,0,0.0
3954,490.914,188652,92611907.928,0,0.0
2031,399.553,192014,76719769.742,0,0.0

weighted_avg,NA,NA,1112638892.06,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,1112638892.06
