Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
517,810.151,17080,13837379.08,0,0.0
5297,898.498,17842,16031001.316000002,0,0.0
5168,967.77,17201,16646611.77,0,0.0
2807,979.819,17220,16872483.18,0,0.0
2215,509.983,17321,8833415.543,0,0.0
1490,862.35,17530,15116995.5,0,0.0
3954,490.914,17263,8474648.382,0,0.0
2031,399.553,17426,6962610.578,0,0.0

weighted_avg,NA,NA,102775145.34899999,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,102775145.34899999
