Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
517,810.151,68589,55567446.938999996,13278,10757184.978
5297,898.498,67949,61052040.602000006,14259,12811682.982
5168,967.77,68546,66336762.42,13239,12812307.03
2807,979.819,68496,67113682.22399999,13242,12974763.197999999
2215,509.983,68486,34926695.738,13277,6771044.291
1490,862.35,68353,58944209.550000004,13742,11850413.700000001
3954,490.914,68462,33608954.268,13200,6480064.8
2031,399.553,68412,27334219.836,13209,5277695.577

weighted_avg,NA,NA,404884011.577,NA,79735156.556
weighted_%,NA,NA,0.8354684218059709,NA,0.16453157819402903
weighted_total,484619168.133
