Simpoints,Weight,FDIP_NEW_PREFETCHES_ONPATH_val,FDIP_NEW_PREFETCHES_ONPATH_w_val,FDIP_NEW_PREFETCHES_OFFPATH_val,FDIP_NEW_PREFETCHES_OFFPATH_w_val
517,810.151,356706,288985722.606,87071,70540657.721
5297,898.498,354821,318805958.85800004,90722,81513535.55600001
5168,967.77,356720,345222914.4,87676,84850202.52
2807,979.819,356655,349457345.445,87819,86046724.76099999
2215,509.983,356482,181799759.806,88292,45027419.036
1490,862.35,355987,306985389.45,89744,77390738.4
3954,490.914,356550,175035386.7,87694,43050212.316
2031,399.553,356251,142341155.803,88275,35270541.075

weighted_avg,NA,NA,2108633633.068,NA,523690031.38499993
weighted_%,NA,NA,0.8010540882730607,NA,0.1989459117269393
weighted_total,2632323664.453
