Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
517,810.151,14,11342.114
5297,898.498,14,12578.972000000002
5168,967.77,14,13548.779999999999
2807,979.819,14,13717.466
2215,509.983,14,7139.762
1490,862.35,14,12072.9
3954,490.914,14,6872.796
2031,399.553,14,5593.742

weighted_avg,NA,NA,82866.532
weighted_%,NA,NA,1.0
weighted_total,82866.532
