Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
517,810.151,1259514,1020396526.614,525496,425731109.89599997,148,119902.348,0,0.0
5297,898.498,1273051,1143833777.398,527383,473852570.734,205,184192.09,163,146455.174
5168,967.77,1263610,1222883849.7,525738,508793464.26,437,422915.49,6,5806.62
2807,979.819,1258866,1233460825.254,525744,515133960.33599997,468,458555.29199999996,0,0.0
2215,509.983,1261448,643317035.3840001,526115,268309706.04500002,418,213172.894,4,2039.932
1490,862.35,1268770,1094123809.5,527277,454697320.95,391,337178.85000000003,158,136251.30000000002
3954,490.914,1262328,619694487.7919999,525467,257959106.838,439,215511.24599999998,0,0.0
2031,399.553,1262491,504432066.523,525632,210017842.496,515,205769.795,0,0.0

weighted_avg,NA,NA,7482142378.164999,NA,3114495081.5549994,NA,2157198.0050000004,NA,290553.026
weighted_%,NA,NA,0.7059234103123937,NA,0.29384564984871203,NA,0.00020352681029603238,NA,2.74130285984759e-05
weighted_total,10599085210.750996
