Simpoints,Weight,ICACHE_HIT_BY_FDIP_ONPATH_val,ICACHE_HIT_BY_FDIP_ONPATH_w_val,ICACHE_HIT_BY_FDIP_OFFPATH_val,ICACHE_HIT_BY_FDIP_OFFPATH_w_val
517,810.151,335977,272192102.527,56132,45475395.932
5297,898.498,333194,299374142.612,58336,52414779.328
5168,967.77,335890,325064265.3,56158,54348027.66
2807,979.819,335803,329026159.657,56188,55054069.971999995
2215,509.983,335579,171139585.157,56344,28734482.152
1490,862.35,334859,288765658.65000004,56976,49133253.6
3954,490.914,335689,164794429.746,56174,27576603.036
2031,399.553,335268,133957335.204,56526,22585132.878

weighted_avg,NA,NA,1984313678.8530002,NA,335321744.558
weighted_%,NA,NA,0.8554420487056915,NA,0.14455795129430848
weighted_total,2319635423.4110003
