Simpoints,Weight,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_ONPATH_w_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_val,ICACHE_MISS_MSHR_HIT_BY_FDIP_OFFPATH_w_val
517,810.151,17727,14361546.776999999,516,418037.91599999997
5297,898.498,18481,16605141.538,515,462726.47000000003
5168,967.77,17840,17265016.8,521,504208.17
2807,979.819,17856,17495648.064,534,523223.34599999996
2215,509.983,17959,9158784.697,493,251421.619
1490,862.35,18168,15667174.8,500,431175.0
3954,490.914,17901,8787851.514,504,247420.656
2031,399.553,18065,7217924.945,498,198977.394

weighted_avg,NA,NA,106559089.13499999,NA,3037190.5709999995
weighted_%,NA,NA,0.9722874665166785,NA,0.027712533483321557
weighted_total,109596279.70599999
