Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_val,INST_LOST_WAIT_FOR_ICACHE_MISS_w_val
517,810.151,855930,693432545.43
5297,898.498,907745,815607067.01
5168,967.77,896910,868002590.6999999
2807,979.819,900450,882278018.55
2215,509.983,900645,459313639.035
1490,862.35,922210,795267793.5
3954,490.914,900955,442291422.87
2031,399.553,916600,366230279.8

weighted_avg,NA,NA,5322423356.8949995
weighted_%,NA,NA,1.0
weighted_total,5322423356.8949995
