Simpoints,Weight,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_val,ICACHE_EVICT_MISS_ONPATH_BY_FDIP_w_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_val,ICACHE_EVICT_MISS_OFFPATH_BY_FDIP_w_val
517,810.151,32178,26069038.878,1320,1069399.3199999998
5297,898.498,33497,30096987.506,1574,1414235.8520000002
5168,967.77,32681,31627691.37,1372,1327780.44
2807,979.819,32838,32175296.321999997,1322,1295320.7179999999
2215,509.983,33014,16836578.762000002,1383,705306.4890000001
1490,862.35,33805,29151741.75,1455,1254719.25
3954,490.914,32629,16018032.906,1358,666661.2119999999
2031,399.553,32815,13111331.695,1386,553780.458

weighted_avg,NA,NA,195086699.18899998,NA,8287203.739
weighted_%,NA,NA,0.9592513905683666,NA,0.04074860943163342
weighted_total,203373902.92799997
