Simpoints,Weight,CBR_CORRECT_val,CBR_CORRECT_w_val,CBR_CORRECT_BTB_MISS_NT_NT_val,CBR_CORRECT_BTB_MISS_NT_NT_w_val,CBR_RECOVER_MISPREDICT_val,CBR_RECOVER_MISPREDICT_w_val,CBR_RECOVER_MISFETCH_val,CBR_RECOVER_MISFETCH_w_val,CBR_RECOVER_BTB_MISS_T_T_val,CBR_RECOVER_BTB_MISS_T_T_w_val,CBR_RECOVER_BTB_MISS_T_NT_val,CBR_RECOVER_BTB_MISS_T_NT_w_val,CBR_RECOVER_BTB_MISS_NT_T_val,CBR_RECOVER_BTB_MISS_NT_T_w_val
517,810.151,741193,600478250.143,499700,404832454.7,2126,1722381.0259999998,0,0.0,6782,5494444.0819999995,2,1620.302,3,2430.453
5297,898.498,745915,670203135.6700001,496618,446210279.764,2311,2076428.878,0,0.0,6961,6254444.578000001,6,5390.988,55,49417.39
5168,967.77,741490,717591777.3,498636,482564961.71999997,2210,2138771.7,0,0.0,6785,6566319.45,4,3871.08,6,5806.62
2807,979.819,740816,725865592.304,499511,489430368.509,2177,2133065.963,0,0.0,6777,6640233.363,2,1959.638,2,1959.638
2215,509.983,741902,378357407.666,498605,254280073.715,2099,1070454.317,0,0.0,6856,3496443.448,2,1019.966,2,1019.966
1490,862.35,743562,641210690.7,499315,430584290.25,2261,1949773.35,0,0.0,6847,5904510.45,8,6898.8,57,49153.950000000004
3954,490.914,741883,364200751.062,498525,244732901.85,2138,1049574.132,0,0.0,6819,3347542.566,3,1472.742,2,981.828
2031,399.553,741755,296370435.515,498827,199307824.331,2092,835864.876,0,0.0,6872,2745728.216,6,2397.318,3,1198.659

weighted_avg,NA,NA,4394278040.36,NA,2951943154.8389997,NA,12976314.241999999,NA,0.0,NA,40449666.153,NA,24630.833999999995,NA,111968.504
weighted_%,NA,NA,0.5938387085371805,NA,0.3989228935092941,NA,0.0017536072183567616,NA,0.0,NA,0.005466330825777638,NA,3.328588341113568e-06,NA,1.5131321050124733e-05
weighted_total,7399783774.931998
