Simpoints,Weight,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_val,INST_LOST_WAIT_FOR_ICACHE_MISS_NOT_PREFETCHED_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,INST_LOST_WAIT_FOR_ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_OFFPATH_w_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_val,INST_LOST_WAIT_FOR_ICACHE_MISS_MSHR_HIT_PREF_ONPATH_w_val
517,810.151,0,0.0,0,0.0,0,0.0,1535,1243581.785,852805,690900823.555
5297,898.498,0,0.0,0,0.0,0,0.0,1445,1298329.61,902870,811226889.26
5168,967.77,0,0.0,0,0.0,0,0.0,1535,1485526.95,893885,865075086.4499999
2807,979.819,0,0.0,0,0.0,0,0.0,1610,1577508.5899999999,896725,878628192.775
2215,509.983,0,0.0,0,0.0,0,0.0,1385,706326.455,898280,458107529.24
1490,862.35,0,0.0,0,0.0,0,0.0,1340,1155549.0,918050,791680417.5
3954,490.914,0,0.0,0,0.0,0,0.0,1475,724098.15,898500,441086229.0
2031,399.553,0,0.0,0,0.0,0,0.0,1510,603325.03,914545,365409198.385

weighted_avg,NA,NA,0.0,NA,0.0,NA,0.0,NA,8794245.57,NA,5302114366.165
weighted_%,NA,NA,0.0,NA,0.0,NA,0.0,NA,0.0016558834302981996,NA,0.9983441165697019
weighted_total,5310908611.735
