Simpoints,Weight,FDIP_ATTEMPTED_PREF_ONPATH_val,FDIP_ATTEMPTED_PREF_ONPATH_w_val,FDIP_ATTEMPTED_PREF_OFFPATH_val,FDIP_ATTEMPTED_PREF_OFFPATH_w_val
517,810.151,1463728,1185840702.928,321430,260406835.92999998
5297,898.498,1463954,1315359741.092,336848,302657254.304
5168,967.77,1463569,1416398171.1299999,326222,315707864.94
2807,979.819,1463332,1433800496.908,321746,315252843.974
2215,509.983,1464454,746846644.2820001,323531,164995309.973
1490,862.35,1464638,1263030579.3,331958,286263981.3
3954,490.914,1463966,718681404.924,324268,159187700.952
2031,399.553,1464988,585340350.364,323650,129315328.45

weighted_avg,NA,NA,8665298090.928,NA,1933787119.823
weighted_%,NA,NA,0.817551507382779,NA,0.182448492617221
weighted_total,10599085210.751
