Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
4118,2431.67,24,58360.08
1010,22.174,24,532.1759999999999
1362,2347.06,23,53982.38
5198,1186.62,24,28478.879999999997

weighted_avg,NA,NA,141353.516
weighted_%,NA,NA,1.0
weighted_total,141353.516
