Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_CYCLE_DELTA_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
4118,2431.67,1054217,2563507852.39,0,0.0
1010,22.174,1086394,24089700.555999998,0,0.0
1362,2347.06,1064408,2498229440.48,0,0.0
5198,1186.62,1046881,1242249932.2199998,0,0.0

weighted_avg,NA,NA,6328076925.646,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,6328076925.646
