Simpoints,Weight,ST_OP_CF_val,ST_OP_CF_w_val
4118,2431.67,13.68,33265.2456
1010,22.174,14.045,311.43383
1362,2347.06,13.663,32067.88078
5198,1186.62,13.649,16196.176379999997

weighted_avg,NA,NA,81840.73658999999
weighted_%,NA,NA,1.0
weighted_total,81840.73658999999
