Simpoints,Weight,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_BLOCKS_ACCUMULATED_w_val
4118,2431.67,106836665,259791513180.55002
1010,22.174,124354620,2757439343.88
1362,2347.06,107058970,251273826128.19998
5198,1186.62,107952262,128098313134.43999

weighted_avg,NA,NA,641921091787.07
weighted_%,NA,NA,1.0
weighted_total,641921091787.07
