Simpoints,Weight,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_ON_FDIP_HIT_BY_DEMAND_LOAD_w_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_val,ICACHE_FILL_CORRECT_REQ_BY_OFF_FDIP_HIT_BY_DEMAND_LOAD_w_val
4118,2431.67,56273,136837365.91,0,0.0
1010,22.174,56312,1248662.288,0,0.0
1362,2347.06,57148,134129784.88,0,0.0
5198,1186.62,56506,67051149.71999999,0,0.0

weighted_avg,NA,NA,339266962.7979999,NA,0.0
weighted_%,NA,NA,1.0,NA,0.0
weighted_total,339266962.7979999
