Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
4118,2431.67,7,17021.690000000002,0,0.0,0,0.0,11755,28584280.85,58718,142782799.06
1010,22.174,60,1330.44,0,0.0,0,0.0,11594,257085.356,59328,1315539.072
1362,2347.06,3,7041.18,0,0.0,0,0.0,12165,28551984.9,59280,139133716.79999998
5198,1186.62,24,28478.879999999997,0,0.0,0,0.0,12234,14517109.079999998,58958,69960741.96

weighted_avg,NA,NA,53872.19,NA,0.0,NA,0.0,NA,71910460.18599999,NA,353192796.89199996
weighted_%,NA,NA,0.00012671124695180967,NA,0.0,NA,0.0,NA,0.1691385495753286,NA,0.8307347391777197
weighted_total,425157129.26799995
