Simpoints,Weight,ICACHE_UNUSEFUL_CL_val,ICACHE_UNUSEFUL_CL_w_val
4118,2431.67,92082,223913036.94
1010,22.174,97703,2166466.322
1362,2347.06,91331,214359336.85999998
5198,1186.62,92117,109307874.53999999

weighted_avg,NA,NA,549746714.662
weighted_%,NA,NA,1.0
weighted_total,549746714.662
