cf_type,addr,target,bpu_hit_uc_hit,bpu_hit_uc_miss,mispred_uc_hit,mispred_uc_miss,misfetch_uc_hit,misfetch_uc_miss,btb_miss_uc_hit,btb_miss_uc_miss,other_recovery_uc_hit,other_recovery_uc_miss,recover_redirect_extra_fetch_latency
1,7ffda9e779aa,7ffda9e78be0,0,23,0,0,0,0,0,1,0,0,2
2,7ffda9e775bd,0,0,13,0,0,0,0,0,0,0,0,0
2,7ffda9e775c9,7ffda9e776a5,0,13,0,0,0,0,0,1,0,0,2
2,7ffda9e5fd8d,0,0,1,0,0,0,0,0,0,0,0,0
2,7ffda9e775c3,0,0,13,0,0,0,0,0,0,0,0,0
5,7ffda9e5e59f,7ffdac680670,0,1,0,0,0,0,0,1,0,0,2
2,7ffff74f73ce,7ffff74f7490,0,10,0,0,0,0,0,1,0,0,2
2,7ffda9e5fd96,7ffda9e6034b,0,1,0,0,0,0,0,1,0,0,2
2,7ffda9e5fd76,0,0,1,0,0,0,0,0,0,0,0,0
2,7ffda9e77902,7ffda9e77990,0,23,0,0,0,0,0,1,0,0,2
2,7ffda9e7f510,0,0,2,0,0,0,0,0,0,0,0,0
7,7ffda9e7e0ab,7ffda9e7ded9,0,38,0,0,0,0,0,0,0,0,0
2,7ffda9e774b1,7ffda9e775b5,0,13,0,0,0,0,0,1,0,0,2
2,7ffda9e778b3,7ffda9e778ba,0,21,0,1,0,0,0,1,0,0,4
2,7ffda9e778c8,0,0,21,0,0,0,0,0,0,0,0,0
7,7ffda9e5e4c0,7ffdaa045945,0,11,0,0,0,0,0,0,0,0,0
7,7ffda9ef6085,7ffdac6407e4,0,23,0,0,0,0,0,0,0,0,0
7,7ffda9e7e0db,7ffda9e6b0a2,0,25,0,0,0,0,0,0,0,0,0
2,7ffda9e77439,0,0,1,0,0,0,0,0,0,0,0,0
2,7ffda9e77434,0,0,2,0,0,0,0,0,1,0,0,2
1,7ffda9e7744f,7ffda9e773ce,0,2,0,0,0,0,0,1,0,0,2
3,7ffda9e77447,7ffda9b16d70,0,2,0,0,0,0,0,1,0,0,2
2,7ffda9e777af,7ffda9e77740,0,2,0,0,0,0,0,1,0,0,2
7,7ffda9e7e3ef,7ffda9e80ffb,0,13,0,0,0,0,0,0,0,0,0
2,7ffda9e773cc,7ffda9e7742e,0,12,0,1,0,0,0,1,0,0,4
2,7ffda9e7778c,0,0,2,0,0,0,0,0,0,0,0,0
2,7ffda9e7779d,0,0,2,0,0,0,0,0,1,0,0,2
2,7ffda9e7772d,0,0,21,0,0,0,0,0,0,0,0,0
3,7ffda9e77723,7ffda9e42790,0,21,0,0,0,0,0,1,0,0,2
1,7ffda9e77738,7ffda9e77753,0,21,0,0,0,0,0,1,0,0,2
2,7ffda9e7777f,7ffda9e778ab,0,23,0,1,0,0,0,1,0,0,4
3,7ffda9e77773,7ffda9e778e0,0,23,0,0,0,0,0,1,0,0,2
2,7ffda9e7774d,0,0,2,0,0,0,0,0,0,0,0,0
3,7ffda9e77743,7ffda9e42d10,0,2,0,0,0,0,0,1,0,0,2
2,7ffda9e7731c,7ffda9e773c8,0,12,0,0,0,0,0,1,0,0,2
7,7ffda9f76f1f,7ffda9f74c94,0,16,0,0,0,0,0,0,0,0,0
2,7ffda9e7775e,0,0,23,0,0,0,0,0,1,0,0,2
2,7ffda9e776e2,0,0,21,0,0,0,0,0,0,0,0,0
2,7ffda9e772bc,0,0,1,0,0,0,0,0,0,0,0,0
2,7ffda9e772b6,7ffda9e772ca,0,5,0,2,0,0,0,1,0,0,6
2,7ffda9e772cd,7ffda9e772e0,0,19,0,4,0,0,0,1,0,0,10
2,7ffda9e7728f,7ffda9e772ca,0,19,0,2,0,0,0,1,0,0,6
3,7ffda9e772d8,7ffda99e4490,0,4,0,0,0,0,0,1,0,0,2
7,7ffda9e7e265,7ffdaa0b2912,0,2,0,0,0,0,0,0,0,0,0
2,7ffda9e7724d,7ffda9e77263,0,5,0,0,0,0,0,1,0,0,2
2,7ffda9e7721e,7ffda9e7725d,0,19,0,1,0,0,0,1,0,0,4
2,7ffda9e5fa17,7ffda9e5fd4b,0,1,0,0,0,0,0,1,0,0,2
2,7ffda9e5e5d0,7ffda9e5fa09,0,1,0,0,0,0,0,1,0,0,2
2,7ffda9e5e56c,0,0,1,0,0,0,0,0,0,0,0,0
7,7ffda9e7f523,7ffda9e7ee89,0,2,0,0,0,0,0,0,0,0,0
2,7ffda9e5e579,0,0,1,0,0,0,0,0,0,0,0,0
2,7ffda9e7e132,7ffda9e7e214,0,2,0,0,0,0,0,1,0,0,2
2,7ffda9e5e4a9,0,0,11,0,0,0,0,0,0,0,0,0
3,7ffda9e7e0cb,7ffda9e7de40,0,25,0,0,0,0,0,1,0,0,2
7,7ffda9e778d8,7ffda9e8582d,0,21,0,0,0,0,0,0,0,0,0
3,7ffda9ef606f,7ffda9f25ec0,0,23,0,0,0,0,0,1,0,0,2
3,7ffda9ef6024,7ffda9acca30,0,23,0,0,0,0,0,1,0,0,2
2,7ffda9e7e00d,0,0,38,0,0,0,0,0,0,0,0,0
7,7ffda9e77407,7ffda9e721a2,0,12,0,0,0,0,0,0,0,0,0
2,7ffda9e7e013,7ffda9e7e0a6,0,38,0,0,0,0,0,1,0,0,2
2,7ffda9e7e3a2,7ffda9e7e3d1,0,13,0,0,0,0,0,1,0,0,2
3,7ffda9e7e39a,7ffda9e72390,0,13,0,0,0,0,0,1,0,0,2
2,7ffda9e7e3df,0,0,13,0,0,0,0,0,0,0,0,0
2,7ffda9f76eab,7ffda9f76f04,0,16,0,0,0,0,0,1,0,0,2
2,7ffda9e7e2aa,0,0,13,0,0,0,0,0,0,0,0,0
7,7ffda9e776ac,7ffda9e7264c,0,13,0,0,0,0,0,0,0,0,0
2,7ffda9e7eee4,7ffda9e7f4ff,0,2,0,0,0,0,0,1,0,0,2
7,7ffda9e772fe,7ffda9e728ff,0,19,0,0,0,0,0,0,0,0,0
1,7ffda9e7e2b4,7ffda9e7e2bd,0,13,0,0,0,0,0,1,0,0,2
1,7ffda9e7eeca,7ffda9e7eeda,0,2,0,0,0,0,0,1,0,0,2
7,7ffff74f7494,7ffda9e87f37,0,10,0,0,0,0,0,0,0,0,0
1,7ffda9e7ee8d,7ffda9e7e0e0,0,2,0,0,0,0,0,1,0,0,2
2,7ffda9e7e2c5,0,0,13,0,0,0,0,0,0,0,0,0
3,7ffda9e7ee84,7ffda9e7eea0,0,2,0,0,0,0,0,1,0,0,2
2,7ffda9f76ec7,0,0,16,0,0,0,0,0,0,0,0,0
1,7ffda9e7e2db,7ffda9e7e379,0,13,0,0,0,0,0,1,0,0,2
2,7ffda9f76ed0,7ffda9f76ea4,0,16,0,0,0,0,0,1,0,0,2
2,7ffda9e7e2d5,0,0,13,0,0,0,0,0,0,0,0,0
3,7ffda9e7e228,7ffda9e75110,0,2,0,0,0,0,0,1,0,0,2
2,7ffda9e7e23a,7ffda9e7e241,0,2,0,0,0,0,0,1,0,0,2
1,7ffda9f76e7f,7ffda9f76ead,0,16,0,0,0,0,0,1,0,0,2
2,7ffda9f76e45,0,0,16,0,0,0,0,0,0,0,0,0
2,7ffda9f76e53,0,0,16,0,0,0,0,0,0,0,0,0
2,7ffda9e7e252,0,0,2,0,0,0,0,0,1,0,0,2
3,7ffda9e759e2,7ffda9e75b60,0,3,0,0,0,0,0,1,0,0,2
