Simpoints,Weight,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_val,ICACHE_EVICT_MISS_BY_FDIP_ONPATH_w_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_val,ICACHE_EVICT_MISS_BY_FDIP_OFFPATH_w_val
49,53.1722,146,7763.141199999999,122549,6516199.9377999995
1172,4605.89,32,147388.48,133395,614402696.5500001

weighted_avg,NA,NA,155151.62120000002,NA,620918896.4878001
weighted_%,NA,NA,0.00024981179244631794,NA,0.9997501882075538
weighted_total,621074048.1090001
