Simpoints,Weight,ICACHE_HIT_val,ICACHE_HIT_w_val,ICACHE_MISS_val,ICACHE_MISS_w_val
49,53.1722,1565424,83237038.0128,149753,7962696.4666
1172,4605.89,1583058,7291391011.620001,166597,767327456.33

weighted_avg,NA,NA,7374628049.632801,NA,775290152.7966
weighted_%,NA,NA,0.90487141913087,NA,0.09512858086913001
weighted_total,8149918202.429401
