Simpoints,Weight,FDIP_AVG_FTQ_OCCUPANCY_val,FDIP_AVG_FTQ_OCCUPANCY_w_val
49,53.1722,16,850.7552
1172,4605.89,14,64482.46000000001

weighted_avg,NA,NA,65333.215200000006
weighted_%,NA,NA,1.0
weighted_total,65333.215200000006
