Simpoints,Weight,ICACHE_FIRST_MISS_AFTER_WARMUP_SEEN_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_SEEN_DURING_WARMUP_w_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NOT_SEEN_DURING_WARMUP_val,ICACHE_FIRST_MISS_AFTER_WARMUP_NOT_SEEN_DURING_WARMUP_w_val
4118,2431.67,0,0.0,0,0.0
1010,22.174,59,1308.266,80,1773.92
1362,2347.06,1,2347.06,0,0.0
5198,1186.62,2,2373.24,2,2373.24

weighted_avg,NA,NA,6028.566,NA,4147.16
weighted_%,NA,NA,0.5924457871605427,NA,0.40755421283945736
weighted_total,10175.725999999999
