Simpoints,Weight,ICACHE_MISS_NOT_PREFETCHED_val,ICACHE_MISS_NOT_PREFETCHED_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_w_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_val,ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_w_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_val,ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_w_val
4118,2431.67,4,9726.68,0,0.0,0,0.0,6597,16041726.99,71661,174255903.87
1010,22.174,9,199.566,0,0.0,0,0.0,6752,149718.848,71343,1581959.682
1362,2347.06,3,7041.18,0,0.0,0,0.0,6545,15361507.7,71595,168037760.7
5198,1186.62,5,5933.099999999999,0,0.0,0,0.0,6490,7701163.799999999,70656,83841822.72

weighted_avg,NA,NA,22900.525999999998,NA,0.0,NA,0.0,NA,39254117.338,NA,427717446.972
weighted_%,NA,NA,4.903811013700612e-05,NA,0.0,NA,0.0,NA,0.08405692207034045,NA,0.9158940398195224
weighted_total,466994464.836
