Simpoints,Weight,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_val,FDIP_FTQ_OCCUPANCY_OPS_ACCUMULATED_w_val
4118,2431.67,1165650750,2834477959252.5
1010,22.174,1235130773,27387789760.502
1362,2347.06,1164006700,2731993565302.0
5198,1186.62,1162698318,1379681078105.16

weighted_avg,NA,NA,6973540392420.162
weighted_%,NA,NA,1.0
weighted_total,6973540392420.162
