Simpoints,Weight,FDIP_PREFETCH_HIT_ICACHE_val,FDIP_PREFETCH_HIT_ICACHE_w_val,FDIP_PREFETCH_HIT_MLC_val,FDIP_PREFETCH_HIT_MLC_w_val,FDIP_PREFETCH_HIT_L1_val,FDIP_PREFETCH_HIT_L1_w_val,FDIP_PREFETCH_HIT_DRAM_val,FDIP_PREFETCH_HIT_DRAM_w_val
4118,2431.67,2953585,7182144036.95,704389,1712841599.63,275546,670036941.82,15,36475.05
1010,22.174,2960901,65655018.774,706180,15658835.32,273535,6065365.09,1542,34192.308
1362,2347.06,2956063,6938057224.78,718120,1685470727.2,261406,613535566.36,18,42247.08
5198,1186.62,2913147,3456798493.14,702926,834106050.1199999,273571,324624820.02,74,87809.87999999999

weighted_avg,NA,NA,17642654773.644,NA,4248077212.27,NA,1614262693.29,NA,200724.318
weighted_%,NA,NA,0.7505853268082356,NA,0.18072928726359241,NA,0.06867684635576865,NA,8.539572403211061e-06
weighted_total,23505195403.522003
