Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
4118,2431.67,111467,271050959.89,132852,323052222.84000003
1010,22.174,107061,2373970.614,135387,3002071.338
1362,2347.06,112304,263584226.23999998,131205,307946007.3
5198,1186.62,108792,129094763.03999999,131836,156439234.32

weighted_avg,NA,NA,666103919.7839999,NA,790439535.7980001
weighted_%,NA,NA,0.45731826072970866,NA,0.5426817392702913
weighted_total,1456543455.582
