Simpoints,Weight,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_val,FDIP_PREF_MSHR_PROBE_HIT_ONPATH_w_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_val,FDIP_PREF_MSHR_PROBE_HIT_OFFPATH_w_val
49,53.1722,116011,6168560.094199999,53393,2839023.2745999997
1172,4605.89,141375,651157698.75,55895,257446221.55

weighted_avg,NA,NA,657326258.8442,NA,260285244.8246
weighted_%,NA,NA,0.7163448324438764,NA,0.28365516755612363
weighted_total,917611503.6688
